predset,minuteclean,rmserror
predictions,143,0.311849443688005
predictions,144,0.3135409453379692
predictions,145,0.31202592191931033
predictions,146,0.31255923425565474
predictions,147,0.31450429952888354
predictions,148,0.31455493882729085
predictions,149,0.3083564063739684
predictions,150,0.3071387056787571
predictions,151,0.3068638129758257
predictions,152,0.30408556436643563
predictions,153,0.3033199949771196
predictions,154,0.3065695177319007
predictions,155,0.30274577469430997
predictions,156,0.2992668404151615
predictions,157,0.2961754960854368
predictions,158,0.28514157162043474
predictions,159,0.29158715986213685
predictions,160,0.29080492770120314
predictions,161,0.2901318943989818
predictions,162,0.2935194053584756
predictions,163,0.2826894857686524
predictions,164,0.27091268854907197
predictions,165,0.2701822229717342
predictions,166,0.27057082191154946
predictions,167,0.26614563862799057
predictions,168,0.26728880488000145
predictions,169,0.2662299252936026
predictions,170,0.2421042838414299
predictions,171,0.2451364721693163
predictions,172,0.2387756800119691
predictions,173,0.23323439085545228
predictions,174,0.23569782940129877
predictions,175,0.2351624457803139
predictions,176,0.2350602755748708
predictions,177,0.2269090828201865
predictions,178,0.22622931326382736
predictions,179,0.22708266513020453
predictions,180,0.18293132012484026
predictions,181,0.4820593107285365
predictions,182,0.46830862587431193
predictions,183,0.4674858076460367
predictions,184,0.4499634919930788
predictions,185,0.449195581811099
predictions,186,0.4463236096910605
predictions,187,0.4455084544268003
predictions,188,0.4447006930632782
predictions,189,0.44390114006842923
predictions,190,0.42219958520437256
predictions,191,0.42162455156357465
predictions,192,0.40849814016421304
predictions,193,0.40800702735307093
predictions,194,0.40753330615289485
predictions,195,0.3820376016975167
predictions,196,0.3813108003473198
predictions,197,0.3822502638521545
predictions,198,0.39433301655429476
predictions,199,0.39333477860226473
predictions,200,0.39235324824492546
predictions,201,0.3571411327531192
predictions,202,0.34617418242377557
predictions,203,0.3458190954833822
predictions,204,0.34549451750564875
predictions,205,0.3452011822509755
predictions,206,0.3449398601297684
predictions,207,0.34471132325492526
predictions,208,0.3441763972454248
predictions,209,0.3440316117772748
predictions,210,0.34392138541000244
training,1,0.4187009273786706
training,2,0.41794888493773696
training,3,0.4167921932416726
training,4,0.41560439186636733
training,5,0.41448346034474304
training,6,0.4144774777744674
training,7,0.4139901296654184
training,8,0.4147407623243921
training,9,0.41427962563877013
training,10,0.4141894614155647
training,11,0.4138553321629537
training,12,0.41267441937560373
training,13,0.4107309969950417
training,14,0.4095749438942391
training,15,0.408739289569761
training,16,0.40915514471104264
training,17,0.40899577914822743
training,18,0.408399922349007
training,19,0.40730832532951694
training,20,0.40713202499180184
training,21,0.4072513210568672
training,22,0.4066256153439963
training,23,0.4054517337112098
training,24,0.4041819517917502
training,25,0.4029322404774731
training,26,0.4026941944038814
training,27,0.40276517702299375
training,28,0.4019777012414352
training,29,0.401375049821085
training,30,0.4000004742442482
training,31,0.3989172090245469
training,32,0.3972867921819658
training,33,0.39725807700266386
training,34,0.3966102562110323
training,35,0.3967736578845792
training,36,0.3956073648324779
training,37,0.39370263323141536
training,38,0.393642531665181
training,39,0.3949505979083036
training,40,0.39486831981963505
training,41,0.39445124543775645
training,42,0.3930550579744642
training,43,0.39226254077658584
training,44,0.3896824818831678
training,45,0.38845209583033813
training,46,0.38791239713944886
training,47,0.3882099953452185
training,48,0.3875159426635167
training,49,0.38725507141458976
training,50,0.38615343832048993
training,51,0.38638233493231616
training,52,0.38656580143335606
training,53,0.38685065617830006
training,54,0.38559822544127415
training,55,0.38540633052640055
training,56,0.3849765700349606
training,57,0.38345688706953246
training,58,0.38369740290840415
training,59,0.38388927607435014
training,60,0.38372605007184624
training,61,0.3832509395991072
training,62,0.38201524037861617
training,63,0.3812891097129602
training,64,0.3803544215904034
training,65,0.3795456599697441
training,66,0.37920132149283936
training,67,0.3778148411371603
training,68,0.37704560318790725
training,69,0.37705329888755024
training,70,0.3765876550266468
training,71,0.37554668483497844
training,72,0.37319761714710925
training,73,0.3723805285276006
training,74,0.37111403154210415
training,75,0.37012638871346076
training,76,0.3707289054794001
training,77,0.37116306987640935
training,78,0.37097353034287806
training,79,0.36968073829537773
training,80,0.3694717142833832
training,81,0.3678559990828801
training,82,0.36756688396401743
training,83,0.3676953011095245
training,84,0.3685087256660577
training,85,0.3682346658746731
training,86,0.3680304414119897
training,87,0.36724411623806663
training,88,0.3672331918891207
training,89,0.36668380761206043
training,90,0.35643115873064146
training,91,0.35500185271746837
training,92,0.35401392693881123
training,93,0.3537373707712893
training,94,0.353831655900988
training,95,0.35451823101213986
training,96,0.35321911053194477
training,97,0.35013611452059235
training,98,0.3489971446951174
training,99,0.34812545565521813
training,100,0.3477114633095768
training,101,0.346828718041555
training,102,0.3459876336459264
training,103,0.34612173868139334
training,104,0.3449848223120418
training,105,0.3432782951460281
training,106,0.34187501675616644
training,107,0.3408239054170941
training,108,0.3404931831942238
training,109,0.3386732758034775
training,110,0.33557712537891526
training,111,0.33279397306046793
training,112,0.3322834994936786
training,113,0.3300103063309578
training,114,0.3285018995086579
training,115,0.3271198109551861
training,116,0.32573979001407233
training,117,0.3208846282101518
training,118,0.3224491951621002
training,119,0.3238425912859472
training,120,0.3233104906396859
training,121,0.32254635473660664
training,122,0.3202921867658771
training,123,0.3196300368571852
training,124,0.3184963860087895
training,125,0.31636080298824737
training,126,0.3140635001583517
training,127,0.31333777858769185
training,128,0.3125934084121053
training,129,0.311930522003917
training,130,0.3098133185529073
training,131,0.31025710998037037
training,132,0.31004468415496017
training,133,0.30997218963377604
training,134,0.31099152099051963
training,135,0.3081588348026641
training,136,0.30768728498304865
training,137,0.30681630389074666
training,138,0.30450675750579154
training,139,0.3035362203169612
training,140,0.3019612893613894
training,141,0.2978848085395402
training,142,0.2976796075945776
training,143,0.296589844037366
training,144,0.29481311931933096
training,145,0.2916131181425844
training,146,0.29130650620058074
training,147,0.2908244723869063
training,148,0.28798008750053977
training,149,0.2857983293423038
training,150,0.28320545568856437
training,151,0.28305693174609625
training,152,0.2828081021785777
training,153,0.2804573349649257
training,154,0.2761172701903931
training,155,0.27592923639500433
training,156,0.2748217086583592
training,157,0.27305178485858367
training,158,0.2687373496267363
training,159,0.2651923404254738
training,160,0.26321103865388384
training,161,0.2612496328246934
training,162,0.2583742558414692
training,163,0.2566224479752323
training,164,0.25347172520565414
training,165,0.24712350247994003
training,166,0.24323324422015288
training,167,0.2401459040054631
training,168,0.2397400149532748
training,169,0.2357083286269838
training,170,0.23381884772314204
training,171,0.23328510732210297
training,172,0.2293345247052251
training,173,0.22665445501380665
training,174,0.2228448671524803
training,175,0.21842920420023568
training,176,0.21738503271198648
training,177,0.2153967056811449
training,178,0.2114349785187643
training,179,0.20861770640334326
training,180,0.17101732650072313
training,181,0.4659918964336274
training,182,0.4619631859245436
training,183,0.4588626778078791
training,184,0.4486607039947065
training,185,0.4434000438498222
training,186,0.44317863046236394
training,187,0.4354434493552423
training,188,0.43285249225410194
training,189,0.43780127762021037
training,190,0.4376955718617162
training,191,0.45506561264520756
training,192,0.4477744367215018
training,193,0.4337920409989784
training,194,0.43329995628647566
training,195,0.42155046369674076
training,196,0.4213909331265867
training,197,0.4094936805119509
training,198,0.40156776951482326
training,199,0.38937731043457335
training,200,0.38910204712866975
training,201,0.37505766018899145
training,202,0.36269846879371076
training,203,0.36249941227608506
training,204,0.3577302643041759
training,205,0.3519261775143113
training,206,0.3459188917744931
training,207,0.34163135178879606
training,208,0.33737141979876994
training,209,0.33017341718981574
training,210,0.3075881100592217
