predset,minuteclean,rmserror
predictions,101,0.34828944730865324
predictions,102,0.3456609197350333
predictions,103,0.3434918977959784
predictions,104,0.34236425130203335
predictions,105,0.3427838263852062
predictions,106,0.3413981590007016
predictions,107,0.33853879924287394
predictions,108,0.33861540451059685
predictions,109,0.3368565319298584
predictions,110,0.33991655258830983
predictions,111,0.3410425611507986
predictions,112,0.3411540589641304
predictions,113,0.3444119248657008
predictions,114,0.3453334339632052
predictions,115,0.343249617650331
predictions,116,0.3379370977533772
predictions,117,0.3333516309651213
predictions,118,0.3331416037941046
predictions,119,0.33169748127411164
predictions,120,0.332326248354713
predictions,121,0.3301291083544586
predictions,122,0.33003862829590885
predictions,123,0.32774265973978706
predictions,124,0.32444883531845803
predictions,125,0.3226363891133681
predictions,126,0.32145377895536015
predictions,127,0.3216163804997792
predictions,128,0.3170548931922511
predictions,129,0.31702956094466894
predictions,130,0.3174560598587311
predictions,131,0.31679004447792836
predictions,132,0.31546047672810645
predictions,133,0.31692566369127273
predictions,134,0.3171339925836061
predictions,135,0.31651610397401014
predictions,136,0.31660306403637706
predictions,137,0.3167746381179033
predictions,138,0.3132208058071295
predictions,139,0.31549925482989744
predictions,140,0.31721988213918184
predictions,141,0.3136222336782176
predictions,142,0.31356072895138526
predictions,143,0.3081054247544759
predictions,144,0.3094855178915715
predictions,145,0.3081429264407035
predictions,146,0.3086618469487408
predictions,147,0.3106396750259208
predictions,148,0.3106633786096773
predictions,149,0.3051266795589515
predictions,150,0.30394250365173464
predictions,151,0.30231200620326015
predictions,152,0.2996966465629308
predictions,153,0.2990019490427094
predictions,154,0.3019225803076093
predictions,155,0.2982992216475857
predictions,156,0.2951749632527804
predictions,157,0.2915496470249628
predictions,158,0.28590110132584423
predictions,159,0.29156388098964703
predictions,160,0.2909901042794485
predictions,161,0.28966923959101415
predictions,162,0.2929535935081296
predictions,163,0.283160812511361
predictions,164,0.27254901298546974
predictions,165,0.2719822913157383
predictions,166,0.2720336768785239
predictions,167,0.2674864511772546
predictions,168,0.2684985168559483
predictions,169,0.26748073838345793
predictions,170,0.24563423367529869
predictions,171,0.2483289582851037
predictions,172,0.2425546911618487
predictions,173,0.24130757654740384
predictions,174,0.24340206282997368
predictions,175,0.2386007253568285
predictions,176,0.2384796117451553
predictions,177,0.23073422470413935
predictions,178,0.22980444737907457
predictions,179,0.23053042224178238
predictions,180,0.18254586385288055
predictions,181,0.49621930233922873
predictions,182,0.4895580805598634
predictions,183,0.515206898902908
predictions,184,0.5136453096774293
predictions,185,0.5134820651638529
predictions,186,0.5115550190050414
predictions,187,0.505702931649028
predictions,188,0.5054853373435308
predictions,189,0.5052699244155268
predictions,190,0.4930488126884377
predictions,191,0.49480180327023476
predictions,192,0.48628410575618136
predictions,193,0.4860346683122038
predictions,194,0.48578941401082665
predictions,195,0.49295207016840886
predictions,196,0.49284038873605557
predictions,197,0.49334090890864546
predictions,198,0.4973458401723472
predictions,199,0.49705708854375846
predictions,200,0.49677336400751537
predictions,201,0.48171319000009283
predictions,202,0.4812989647728353
predictions,203,0.4727549027031109
predictions,204,0.47288611113666584
predictions,205,0.47302866126786003
predictions,206,0.47318279805065705
predictions,207,0.4320756306219994
predictions,208,0.431857159086837
predictions,209,0.3672683312093864
predictions,210,0.3162535706577483
training,1,0.4188136856434722
training,2,0.418054376426923
training,3,0.4168947575977834
training,4,0.41571271833538836
training,5,0.4145872600154751
training,6,0.41457657369410167
training,7,0.41409848538620436
training,8,0.41490474904688807
training,9,0.4144339127552807
training,10,0.4143479515747068
training,11,0.41400610102152835
training,12,0.412816186132854
training,13,0.41085706708177205
training,14,0.4096845481467001
training,15,0.408840342813263
training,16,0.40925888512401143
training,17,0.4091008673801343
training,18,0.4084987039830282
training,19,0.4074062014686274
training,20,0.4072278438198889
training,21,0.4073692385306241
training,22,0.40674964754334064
training,23,0.405566326203382
training,24,0.4042891564836698
training,25,0.40302511950104
training,26,0.4027888088538249
training,27,0.40286950019845147
training,28,0.4020727104358465
training,29,0.40144521484566775
training,30,0.4000742302789751
training,31,0.3989970471284021
training,32,0.3973441094744743
training,33,0.3973191394399986
training,34,0.3966889073737069
training,35,0.3968688386452513
training,36,0.39563852356191803
training,37,0.39372168432312193
training,38,0.39364244896908496
training,39,0.39497219148387264
training,40,0.3948975315908823
training,41,0.3945048313064542
training,42,0.39307953029773346
training,43,0.39230135343624034
training,44,0.3897002840278649
training,45,0.38844750860834903
training,46,0.3879134400038185
training,47,0.3882064032916517
training,48,0.38750526006779173
training,49,0.38724740319010725
training,50,0.38615774253210355
training,51,0.38639446413939843
training,52,0.38659266241510903
training,53,0.3868951050719624
training,54,0.38563913316070836
training,55,0.38547088945750546
training,56,0.38504886527473836
training,57,0.383540856772287
training,58,0.3837621774035014
training,59,0.38393503037146287
training,60,0.38376076466257586
training,61,0.38327166756932723
training,62,0.3820487894246453
training,63,0.38132417359045906
training,64,0.38039204185477105
training,65,0.37959108087634796
training,66,0.37925416361443237
training,67,0.37787852751970075
training,68,0.3771137625315478
training,69,0.3770872420754272
training,70,0.3766501479008568
training,71,0.3756286378993537
training,72,0.37329555864834296
training,73,0.37248841094607044
training,74,0.37117425834210555
training,75,0.37015167992420633
training,76,0.37077667806965103
training,77,0.3712498892009959
training,78,0.3710642824890517
training,79,0.36977057266655694
training,80,0.3695690891195118
training,81,0.36794872937796896
training,82,0.36769455494458747
training,83,0.367836330876266
training,84,0.36850143066843516
training,85,0.3682531430114962
training,86,0.3680411108179878
training,87,0.3672660318232607
training,88,0.367310745158922
training,89,0.3668000190102912
training,90,0.35601669258662066
training,91,0.3544959007081871
training,92,0.353487220929068
training,93,0.35320074582401473
training,94,0.3532981969689285
training,95,0.35395697876849236
training,96,0.35259350009084806
training,97,0.34946221141168815
training,98,0.3482662961665373
training,99,0.3473810095250562
training,100,0.34696904222357333
training,101,0.3461134486422131
training,102,0.34523478458091894
training,103,0.34534908981364515
training,104,0.34408672516409494
training,105,0.3423300441165013
training,106,0.3408950411855068
training,107,0.33980029368868675
training,108,0.339442801630732
training,109,0.3375878434348802
training,110,0.3345233710279974
training,111,0.3316782305030349
training,112,0.33116549128916556
training,113,0.3289012259680493
training,114,0.32737865880329836
training,115,0.3260044282347826
training,116,0.3246504209949075
training,117,0.3197833121110269
training,118,0.32147169613974685
training,119,0.32293038631827575
training,120,0.32240857778968707
training,121,0.3216265718655776
training,122,0.3192423109706827
training,123,0.3184160063770774
training,124,0.31745311409559074
training,125,0.3153734052567672
training,126,0.31288920261078523
training,127,0.3121744698959815
training,128,0.31153575641878367
training,129,0.31085065778308546
training,130,0.30870730242145705
training,131,0.30903169368387523
training,132,0.3088630733716077
training,133,0.3087941688173613
training,134,0.3097274413681018
training,135,0.30689258321318885
training,136,0.30645575416836046
training,137,0.3056708394271798
training,138,0.303378761695244
training,139,0.30242705727601915
training,140,0.30080608423610006
training,141,0.29681389130549257
training,142,0.29663007980444417
training,143,0.29546429659361556
training,144,0.2936203024076785
training,145,0.29022294442463425
training,146,0.28991563988706615
training,147,0.2894281285417505
training,148,0.2865432900294271
training,149,0.28458977904275384
training,150,0.2821913735358101
training,151,0.28204172818644696
training,152,0.2818379629280635
training,153,0.2794189949848827
training,154,0.27497446183080765
training,155,0.2748078662862345
training,156,0.27385914126802635
training,157,0.2718976456063961
training,158,0.26757678494459414
training,159,0.26386498499589567
training,160,0.2618764802980131
training,161,0.2597265506722606
training,162,0.2566462190420137
training,163,0.2548924077559559
training,164,0.2515219003945814
training,165,0.24505607125866502
training,166,0.2412308243718668
training,167,0.23789890112332565
training,168,0.2372698072008699
training,169,0.23330273963129602
training,170,0.23137813170520274
training,171,0.23093197457387482
training,172,0.2268341549137708
training,173,0.2241690802254159
training,174,0.22037066989424964
training,175,0.2159507299221997
training,176,0.21487431248838063
training,177,0.2125655670192324
training,178,0.20834241592234254
training,179,0.20546772887468476
training,180,0.1655453701671478
training,181,0.475982113954503
training,182,0.47253655802860944
training,183,0.46950096520604373
training,184,0.45879451284814443
training,185,0.45436084112970726
training,186,0.461638414685128
training,187,0.45077704254197326
training,188,0.448832740611389
training,189,0.454388394208293
training,190,0.4550601233995818
training,191,0.47902730515929776
training,192,0.4724130854398879
training,193,0.45525314712284276
training,194,0.45482163824640803
training,195,0.45057978765987416
training,196,0.45051039852108
training,197,0.4400274814440239
training,198,0.43340438572668616
training,199,0.4234688268333046
training,200,0.4232938245675357
training,201,0.41099879637149284
training,202,0.40267497596791335
training,203,0.4026883540798956
training,204,0.3859656098754886
training,205,0.38035840345735233
training,206,0.3759666307332531
training,207,0.37322555757281356
training,208,0.3689569795592887
training,209,0.3611269029746079
training,210,0.31080969026397853
